array,random_access,1,1263.50
array,random_access,2,222.90
array,random_access,3,151.00
array,random_access,4,139.50
array,random_access,5,134.80
arraylist, random_access,1,8530.40
arraylist, random_access,2,1486.50
arraylist, random_access,3,1029.20
arraylist, random_access,4,301.50
arraylist, random_access,5,417.20
array,append,1,1344.80
array,append,2,258.60
array,append,3,241.90
array,append,4,218.50
array,append,5,221.20
